start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,Part,Name,speech_ratio
0 days,0 days 00:00:14.072000,36.73569,0.13650069,32.606857,35.20753,40.95256,8.345703,137.39967,158.5952,145.83084,101.8765,0.93669295,0.4527371,0.4998236,0.8688791,1.3565043,0.85668075,10.418158,7.37208,6.343612,3.6158566,0.3105459,0.78738517,20.686876,0.33779457,-0.029611265,-449.5619,17.528164,1.0054697,4.8762217,2.8967636,0.019610934,2.7316382,1.0881356,0.83654475,13.892847,0.14313634,0.8071573,11.680265,8.262196,1.6241581,668.95087,0.30185306,1371.2208,0.17669049,-131.3116,-0.7212538,1759.0273,0.15204412,1131.1005,0.42789134,-128.53406,-0.71310174,2851.731,0.11729871,1053.4125,0.34238982,-128.99951,-0.7063226,-23.15464,-0.27918315,34.37662,0.23477703,-0.06361945,-0.3350592,-0.015374237,-0.981133,0.45277256,0.59499216,24.2077,0.25452703,-9.821073,-1.2148652,12.339851,1.7455648,-4.2358537,-3.6491747,-33.891167,45.113808,-0.08550581,-0.0071203015,0.226751,3.2716928,2.5,0.13542856,0.18999761,0.25147057,0.1749308,-6.3753595,Val,6nbxAP_ZKQQ.004.wav,1.0
0 days,0 days 00:00:14.396000,36.472496,0.06964326,35.05476,35.703705,37.489662,2.4349022,57.233086,64.27963,53.336346,39.65688,0.7667461,0.4720551,0.44294417,0.65416896,1.0881298,0.6451856,7.376237,4.923597,6.3196073,3.9108846,0.23555803,0.968329,23.179853,0.22498041,0.27772075,54.908222,3.9993954,2.978745,3.361618,4.025106,0.014380764,1.6416941,0.87370205,0.89653695,14.641058,0.11683531,0.3230894,26.682766,16.702515,0.84255004,707.02704,0.26931015,1503.5686,0.19192591,-113.68522,-0.87807506,1794.8689,0.15299688,1401.401,0.25831908,-113.491936,-0.8430579,2929.3408,0.08592344,1235.9778,0.26278242,-116.11363,-0.7980841,-27.50208,-0.29988432,44.10281,0.18737112,-0.06913176,-0.24296254,-0.008593538,-2.3217685,0.3294924,0.7012237,26.267708,0.15600862,-7.796552,-2.0560925,-1.8005041,-7.5919724,-3.322974,-4.480101,-37.72113,51.976395,-0.089126,-0.005631288,0.1661599,3.1293464,3.0790763,0.12977272,0.11294586,0.18285714,0.16616523,-6.6327806,Val,xrxAyO8pKUo.001.wav,0.9954153732606855
0 days,0 days 00:00:15.044000,31.362452,0.24439146,25.434475,28.721115,34.02805,8.593575,738.4769,925.7966,74.487236,34.780876,0.7320209,0.37041926,0.52210456,0.6349337,0.9171059,0.39500135,6.480249,3.7134137,2.9465485,1.5435351,0.26778916,0.7176603,21.037169,0.38060963,11.072844,0.72519785,9.168001,1.0076014,9.403214,0.9560909,0.02215483,1.8197297,1.3455513,0.63853955,11.2591915,0.23926103,-5.700221,-1.6913425,16.47321,0.5618703,583.447,0.39902443,1388.6072,0.16501343,-181.08566,-0.32096487,1663.8977,0.18151596,1197.9016,0.22787139,-180.51016,-0.3112816,2819.4556,0.10552587,1118.5114,0.23332302,-181.48083,-0.29475155,-27.141693,-0.1881052,43.70672,0.13064542,-0.046966806,-0.22792816,-0.016702,-0.9918126,0.51599693,0.4603531,30.228394,0.16433933,1.6700385,5.1225247,-1.8530339,-3.59601,3.2163177,4.345254,-36.845215,49.806206,-0.081577845,-0.008076758,0.23800473,2.9274783,1.2683579,0.0731579,0.056106348,0.65999997,0.92407787,-5.4028554,Val,mLZw7Hf8AYI.001.wav,0.9804572439894809
0 days,0 days 00:00:14.978000,29.12069,0.089633666,26.984459,28.344864,31.397797,4.4133377,32.635094,24.38505,42.88179,32.18051,0.7846405,0.4588101,0.4501733,0.725886,1.035882,0.58570874,7.397675,4.718902,5.765003,4.532269,0.275028,0.68060374,20.943623,0.44698447,9.710869,1.2573444,17.259268,0.88815355,4.980044,2.4726849,0.010812387,0.9427332,0.9993888,0.5799502,10.782504,0.12547578,6.097718,1.4921659,19.682772,0.61550826,737.36426,0.31361064,1428.1995,0.17660841,-152.24698,-0.5226085,1833.4437,0.17140414,1244.9993,0.23153883,-154.49045,-0.48783097,2944.2913,0.096910685,1069.7885,0.2984501,-155.03223,-0.47919145,-27.659252,-0.2769305,41.814423,0.20458215,-0.081531696,-0.24068545,-0.015608931,-1.0468799,0.40049052,0.516114,27.782345,0.22666664,4.372658,2.860514,11.636967,1.2146189,-2.5557842,-6.1227474,-33.654182,45.43713,-0.09054211,-0.008527264,0.23305887,3.2085562,2.414487,0.09527777,0.07686518,0.29054055,0.40566894,-7.83253,Val,JKDEEwxZwrw.000.wav,1.0
0 days,0 days 00:00:13.652000,41.47207,0.16394079,33.71377,42.562794,46.98069,13.266918,553.1236,783.3578,155.9653,138.40245,0.7933578,0.43972915,0.47706467,0.7010218,1.0582185,0.5811538,8.925962,6.0866504,5.8915353,3.7126265,0.277534,0.8938978,18.18455,0.39492285,8.069299,1.420911,16.880379,0.69317883,4.975051,2.6510503,0.030281577,1.3406128,1.4575988,0.5342584,15.756401,0.17655611,3.216968,3.911422,4.150596,2.7013845,651.0836,0.41582614,1419.0702,0.18822758,-185.17798,-0.26077074,1707.91,0.19152223,1153.8242,0.30576006,-177.03308,-0.32267627,2825.2793,0.11599113,925.9538,0.35177168,-176.66702,-0.3262673,-27.101336,-0.24047093,38.21022,0.17747094,-0.06257385,-0.36980185,-0.0063289716,-2.1851912,0.529016,0.6314029,19.112091,0.2905025,0.3370608,41.988613,17.539354,0.63219154,-3.0597267,-4.9918604,-35.032143,46.709503,-0.08528545,-0.005200835,0.24112554,4.178886,2.0603385,0.05357143,0.03527588,0.39724135,0.38089633,-5.805973,Val,mZzWhUI0CP0.001.wav,0.9951655213774602
0 days,0 days 00:00:15.302000,27.309881,0.18979996,21.987505,25.876812,33.5452,11.557695,200.58038,77.69619,-100.1108,156.67676,0.79575694,0.40318406,0.54061866,0.6936869,1.0259926,0.48537397,7.484681,5.2441974,4.2184734,2.6911607,0.25705126,0.7423644,19.827785,0.3334309,3.782688,2.5101085,17.685642,0.60881436,10.907581,0.89798903,0.061432067,1.4637774,1.5511043,0.5799687,9.138337,0.20418768,2.7925124,2.638457,14.48312,0.46745852,586.6632,0.22992513,1516.9893,0.108747624,-196.67503,-0.14346948,1638.3927,0.1374693,1342.8267,0.30644897,-196.7622,-0.13915619,2810.9683,0.084627606,1304.1965,0.18381856,-196.93556,-0.1328938,-23.592144,-0.24715939,38.579037,0.14341383,-0.04288822,-0.19811295,-0.016735425,-0.8974705,0.4760003,0.20927504,31.433813,0.06628429,-9.695967,-1.0724158,5.0035367,1.74573,3.6326709,3.1486883,-33.7667,45.50584,-0.07916142,-0.005989936,0.25271195,3.6625245,0.2624672,0.07,0.048989795,2.974,2.2774074,-5.221752,Val,Zwu5Y5r3Lrs.000.wav,1.0
0 days,0 days 00:00:15.236000,24.08776,0.058528908,22.878887,23.914703,25.20853,2.3296432,124.62189,207.52737,12.514994,7.7447033,0.8399181,0.4066564,0.49886018,0.78615093,1.1526428,0.65378267,9.479714,4.206654,6.506671,3.6773694,0.34375244,0.632833,24.682444,0.37447768,13.01318,0.7312681,14.781713,0.7753457,4.9420404,2.685841,0.014257502,0.8670404,0.99912107,0.83940727,8.320267,0.16488089,4.0255327,1.1312137,25.548439,0.33977303,644.31836,0.36571544,1466.2865,0.17621121,-123.64972,-0.7426834,1770.6472,0.13825959,1336.0135,0.22996221,-129.21277,-0.6527854,2832.4185,0.11130937,1223.1008,0.23996156,-129.86313,-0.6438762,-30.657688,-0.1833692,42.619804,0.15395248,-0.060652595,-0.2458541,-0.030118993,-0.45827067,0.45701194,0.4549937,30.775448,0.16227594,12.29381,0.77260023,16.800406,0.79705375,-0.9225399,-16.278072,-35.49866,47.964382,-0.08380415,-0.01490297,0.27332923,4.2049937,3.2300594,0.11081632,0.065895304,0.175,0.17383038,-7.252099,Val,G7hYffrZ1Hc.001.wav,0.9850353809865655
0 days,0 days 00:00:14.456000,38.433628,0.08197279,35.42509,38.50869,40.352337,4.927246,119.13182,140.11348,45.730537,50.354755,0.90533596,0.3897355,0.5971996,0.7977643,1.2149181,0.6177185,8.737669,6.2454643,5.5430484,3.1599848,0.33694085,0.5963089,24.418385,0.27107057,3.9603066,2.9714503,6.56562,1.764967,8.316176,1.1084853,0.011039571,1.885328,0.9004893,0.5147262,15.138711,0.097951055,5.0669603,2.2802384,23.815037,0.45946822,709.71686,0.29972187,1344.682,0.21445033,-152.21153,-0.547584,1829.1136,0.15685065,1204.1173,0.2794611,-148.82222,-0.54728806,2978.8308,0.08664263,1172.8867,0.22535287,-151.91895,-0.5029639,-25.253046,-0.2705379,45.30783,0.17729267,-0.07938211,-0.17628905,-0.012653722,-1.1764586,0.4870944,0.42178774,29.645285,0.18200573,-4.577088,-2.8102064,-2.0070913,-7.128804,3.7081335,3.1698585,-35.32186,50.286247,-0.092325866,-0.007903318,0.2829375,3.7396123,2.2932594,0.10818182,0.068377495,0.29852942,0.46152648,-4.4414434,Val,4nir0YtjHVs.003.wav,0.9775870641388703
0 days,0 days 00:00:10.920000,31.12593,0.07723784,29.333961,31.281786,32.994728,3.6607666,44.685207,51.41922,15.205272,7.9729476,0.7477526,0.5195765,0.4193028,0.62192285,1.0260465,0.6067437,9.683022,6.867927,8.764981,5.4059696,0.23636156,0.92712516,22.805141,0.34681717,8.479365,1.1115334,15.489144,0.65219134,5.2794466,2.5457144,0.012844998,1.0856287,1.01446,0.7413358,11.959376,0.14051333,-0.4710597,-14.443412,18.218855,0.50853556,651.51636,0.29399586,1458.105,0.16826785,-146.8742,-0.5856513,1773.0592,0.12798579,1346.2119,0.25181848,-149.95132,-0.5350636,2824.8352,0.096834004,1169.4293,0.25592273,-150.34895,-0.52910674,-29.099371,-0.22624844,40.305187,0.18366405,-0.060289912,-0.19552408,-0.026236178,-0.57270706,0.41211215,0.50936437,30.13808,0.15692128,2.7256508,3.7652793,14.034795,0.8517107,-8.277589,-1.8272171,-37.759468,50.12791,-0.0889203,-0.0066271876,0.17338067,3.666361,1.8416207,0.1375,0.09507234,0.36666667,0.5197649,-6.6799493,Val,qD15qWMepxU.002.wav,0.9939560093636067
0 days,0 days 00:00:13.076000,37.570156,0.11076819,34.732845,36.096817,39.534233,4.801388,194.0396,356.12766,98.41565,97.00455,0.8603877,0.4198988,0.54686016,0.7704673,1.1329976,0.5861375,6.8405013,4.0860105,3.8878925,2.4780674,0.27213588,0.7652234,24.043167,0.40921852,7.8270597,1.6135035,9.688839,1.2131457,3.9510725,2.8551714,0.016183121,1.9616653,0.7350378,0.6900225,14.925966,0.12825257,12.929589,0.9353902,25.393988,0.4901199,590.5619,0.3658236,1360.7814,0.2218271,-104.82952,-0.94781375,1701.5642,0.14539763,1208.9995,0.23670717,-107.18046,-0.829979,2797.612,0.09886021,1138.9536,0.24452348,-109.63105,-0.7891206,-30.180386,-0.22931738,43.930332,0.16516373,-0.047233373,-0.47323745,-0.014092212,-0.878381,0.37501174,0.555853,30.234932,0.15128076,3.4688053,3.6671712,8.711608,1.595055,-1.953278,-5.7421966,-37.145523,49.956177,-0.08305965,-0.0061585507,0.16493882,2.7565086,2.4634335,0.1959375,0.16385701,0.19,0.152418,-6.3008523,Val,aLAqJkRWKuk.003.wav,1.0
0 days,0 days 00:00:10.034000,36.807587,0.06854504,34.979645,36.353493,39.367542,4.3878975,106.51122,219.2614,37.738003,30.0124,0.81295776,0.44230452,0.5083004,0.7120534,1.1038289,0.5955285,8.636289,5.974381,5.9210806,3.140171,0.3139538,0.8221238,23.954924,0.3918112,7.3004875,1.7664702,12.316099,0.8901966,8.512969,0.99663895,0.012897052,1.1751059,0.96966153,0.94328415,14.399997,0.07984915,12.748632,0.9355949,27.287079,0.33218506,623.51917,0.33613014,1455.8254,0.20103312,-130.15602,-0.6962722,1723.0225,0.12518667,1220.1676,0.26499176,-129.23917,-0.66216797,2851.6628,0.09154041,1246.5579,0.21080728,-132.04001,-0.6233007,-30.390326,-0.21500985,41.560486,0.19012368,-0.05648371,-0.2836704,-0.018031528,-0.5704721,0.44236195,0.6396501,30.406,0.17432438,3.7319746,3.4070258,12.54865,1.0706086,6.385998,1.5341064,-36.343693,47.927135,-0.083260044,-0.008570166,0.2374815,3.692615,3.209629,0.1096875,0.088969246,0.18187499,0.16010615,-6.1223354,Val,CHkKv9TXm0g.002.wav,1.0
0 days,0 days 00:00:14.108000,35.24347,0.13504554,31.136318,34.7594,39.82847,8.69215,86.72196,71.08043,82.83141,107.94759,0.7924901,0.4839928,0.44452113,0.6897664,1.1153395,0.6708184,7.707574,4.996493,6.9786167,5.144795,0.31177703,0.81648684,25.746666,0.33980033,13.7410755,0.638059,5.9328346,1.875073,1.6022539,7.666458,0.016126784,1.4705824,0.9934733,0.9508919,13.606835,0.1671434,5.0057006,1.8373685,29.709438,0.29701912,594.5626,0.31208768,1403.1102,0.1919014,-117.848015,-0.7921358,1704.3181,0.13824698,1306.1321,0.23664303,-117.451355,-0.73119295,2843.128,0.075771034,1203.768,0.27461293,-121.39927,-0.6711945,-31.047394,-0.22920935,47.54631,0.14147805,-0.061118595,-0.25136584,-0.02741709,-0.46016267,0.43478888,0.5650798,30.904688,0.17731874,10.681595,0.9317454,1.1044191,11.9635315,-5.963361,-2.07919,-39.582535,54.395832,-0.08719932,-0.012486698,0.20920286,3.6195884,3.3475783,0.12702127,0.08361296,0.15777777,0.1348726,-6.7078843,Val,PHoVRr0MQ5c.001.wav,1.0
0 days,0 days 00:00:14.978000,31.75249,0.15715371,27.604555,30.609545,35.970795,8.36624,436.3486,707.82904,125.72911,196.28835,1.2452686,0.33536068,0.8636773,1.2474728,1.5955715,0.7318942,9.881502,6.40137,5.42107,2.5148008,0.73720473,0.5435215,28.899181,0.31786826,6.6326337,1.8150162,6.6284275,2.102921,1.1891776,10.088286,0.025794923,1.7824099,1.1720259,0.65304893,10.989862,0.16938284,4.1023107,2.7964778,26.06796,0.35654947,529.30334,0.29710844,1294.1663,0.20767216,-113.50088,-0.8737748,1603.5859,0.13819288,1135.9227,0.26969633,-116.7242,-0.78608143,2739.871,0.07668435,1046.5092,0.29725587,-120.741104,-0.72325623,-26.474749,-0.19609183,42.279602,0.139099,-0.037012663,-0.34413907,-0.026460474,-0.4531624,0.86539936,0.39399454,33.186066,0.20841637,3.934586,2.9266567,2.6184123,5.7195473,-2.7074473,-4.494814,-31.2428,44.791275,-0.05203786,-0.020066153,0.64835125,4.144385,3.6217303,0.10759259,0.09716223,0.15346155,0.22103672,-5.5024424,Val,TjdXLXsOnkw.001.wav,1.0
0 days,0 days 00:00:14.846000,35.681343,0.069114715,33.276035,35.747425,37.6882,4.4121666,80.77498,113.143105,39.170208,45.166306,1.0740317,0.47876018,0.5101692,1.0295094,1.5936791,1.0835099,10.352125,4.725668,9.671347,5.5242724,0.3754005,0.73286253,23.983536,0.33739388,2.0294104,7.5889683,13.209253,1.1212994,2.5492125,5.9315004,0.015361463,1.9731991,0.7888837,0.772638,13.60264,0.085803464,-4.006617,-2.9770222,9.931295,1.2267181,628.4792,0.30287012,1339.705,0.20534746,-103.299255,-0.909194,1681.0765,0.14151494,1083.6653,0.35322827,-102.3547,-0.901593,2826.046,0.08634909,950.122,0.37346333,-104.99294,-0.85525566,-22.659359,-0.27379107,35.176426,0.24275325,-0.07377904,-0.18724875,-0.015541751,-0.8436283,0.47868454,0.5467609,27.589275,0.22161607,-5.572304,-2.91867,14.007998,1.2645234,-4.512513,-3.1740856,-35.959663,49.573093,-0.09624818,-0.006762098,0.2664783,3.3715441,2.70636,0.17924999,0.1562592,0.16585365,0.14367944,-6.2335453,Val,sHVXhr7_EOs.000.wav,1.0
0 days,0 days 00:00:14.882000,41.29019,0.062183145,38.952606,40.84881,43.79948,4.846874,70.68155,98.57947,40.71277,37.78161,0.7707374,0.45799568,0.48463947,0.6510609,1.0292785,0.54463905,7.4820538,4.3026342,4.633722,2.6980107,0.3419229,0.8063852,23.960897,0.26824483,10.024513,1.1690972,8.286863,1.4280127,1.5311801,8.593296,0.0121891145,1.1351303,1.0052253,0.67384183,16.339804,0.0863735,10.367757,0.8740521,23.762362,0.5232862,635.08014,0.31850705,1379.2437,0.22148357,-153.10109,-0.5313008,1740.0242,0.12990497,1215.677,0.24672122,-137.93658,-0.5979962,2878.0823,0.08031622,1075.9373,0.29103786,-139.15369,-0.57949144,-29.161404,-0.27135617,42.84575,0.18844308,-0.06711938,-0.23113848,-0.021568442,-0.61389226,0.5470444,0.54739994,27.800186,0.18414101,2.9860096,4.9911094,4.5823274,3.4511838,-7.3701816,-1.9336635,-38.96901,51.887135,-0.08234065,-0.015230913,0.23233815,3.4297242,2.837838,0.11190476,0.07746698,0.22047618,0.17133862,-6.3130455,Val,1mHjMNZZvFo.002.wav,1.0
0 days,0 days 00:00:14.294000,29.22469,0.104064114,26.3605,28.792614,31.4887,5.1282005,55.125813,31.255878,49.74474,91.02713,0.73657733,0.4582473,0.4499238,0.64939266,0.9480572,0.49813336,6.857242,3.5623674,5.0750628,3.292641,0.24120566,0.8267141,22.125488,0.38320896,7.8257055,1.4702551,12.560718,0.8576833,9.200819,1.1211004,0.0146048,0.9494364,1.1735276,0.76262313,10.532682,0.1523044,1.007414,6.35167,19.213396,0.65604967,672.79486,0.35744515,1440.4827,0.14908761,-180.69713,-0.3112317,1735.1393,0.17188378,1187.159,0.28811198,-181.2745,-0.30260658,2924.4717,0.096712545,1149.2385,0.21856456,-182.3396,-0.2840346,-25.852827,-0.27076608,41.765892,0.21979807,-0.06824045,-0.2542075,-0.0136557985,-1.179745,0.48205212,0.49265426,29.947021,0.20142816,-2.8345385,-4.944734,9.202309,1.6786082,6.2252665,2.721004,-35.616142,49.143238,-0.08541567,-0.00881319,0.2148043,4.0616245,1.4054815,0.061999995,0.0420238,0.629,0.45493847,-6.2252107,Val,XbsA_lCKQLs.005.wav,1.0
0 days,0 days 00:00:10.796000,43.42213,0.21538202,38.995758,40.07742,55.231766,16.236008,984.0292,577.92114,-35.901386,77.37251,0.93751246,0.4480577,0.6029291,0.8109708,1.2246354,0.62170625,9.284418,5.567218,4.589716,2.7639074,0.3099443,0.73424107,16.342999,0.3640878,1.7102028,6.9873013,12.992391,0.7856143,-1.6678885,-7.5406284,0.033951506,0.5734376,1.8551933,0.54768336,14.56139,0.22715922,6.502696,3.0174544,9.280584,1.2399943,650.3521,0.33252004,1229.0347,0.1892841,-194.32991,-0.17726628,1655.9592,0.26013678,986.0649,0.18399467,-191.27689,-0.2135296,2845.9827,0.13646764,892.0595,0.34369516,-191.5991,-0.2056754,-17.48552,-0.11762519,34.402817,0.13019474,-0.07363286,-0.1349954,-0.004540704,-2.596117,0.6997431,0.38260582,20.82599,0.1703767,-22.281868,-0.32081178,4.336455,1.5911162,-18.744396,-0.5093997,-32.33945,44.68778,-0.08003316,-0.00729579,0.29086027,2.96846,0.5591799,0.07666666,0.05676462,1.4485714,1.0894747,-4.88516,Val,YHpEi96AY9w.005.wav,1.0
0 days,0 days 00:00:11.924000,26.74492,0.082502455,25.473066,26.402924,28.217403,2.744337,155.3227,184.83875,59.23744,122.8388,0.7946581,0.40616348,0.50017804,0.71213776,1.075553,0.575375,6.43205,4.383507,3.9048338,2.5243502,0.30974185,0.6824063,27.141022,0.33363947,12.504457,0.7617068,12.892662,0.9711371,4.761883,2.5610206,0.013204605,1.8901372,1.0006944,0.9716428,9.786181,0.16183357,5.496613,1.0814403,29.97199,0.3726353,638.75714,0.3723312,1422.0547,0.22546309,-121.61847,-0.7760685,1756.6185,0.1254996,1246.4033,0.28286713,-126.69813,-0.6942599,2887.1418,0.07579757,1207.9154,0.26234752,-129.6674,-0.6510932,-32.736618,-0.17938343,47.43809,0.16924843,-0.062624216,-0.2565167,-0.03462476,-0.41284144,0.41187218,0.48296,33.976574,0.1503126,9.632982,1.1433307,10.444672,1.5443696,-0.06358289,-224.96913,-39.01862,52.739487,-0.08741293,-0.014728252,0.24251115,3.1066332,2.6160338,0.14129032,0.14123286,0.22799999,0.13835703,-5.47463,Val,AZj2VoCcayA.002.wav,1.0
0 days,0 days 00:00:14.492000,31.647587,0.1169043,28.715347,32.230637,34.167526,5.452179,171.99377,276.48727,100.43152,70.85493,0.57904035,0.38123512,0.42624372,0.49747387,0.7151102,0.28886646,5.345042,5.206138,3.0209038,2.424071,0.18831308,0.99023026,23.264332,0.24938227,12.113081,0.50447613,13.466777,0.5281933,12.299215,0.51378703,0.015854524,1.4258094,1.1249405,0.71518016,12.47367,0.21910173,9.926541,1.2345537,32.12291,0.32919946,646.2956,0.3598524,1529.5186,0.18477178,-178.70822,-0.3318262,1751.4849,0.122001715,1274.5607,0.23373096,-178.83167,-0.3164419,2891.8582,0.080895856,1268.9055,0.2199438,-179.87256,-0.29955584,-33.76912,-0.16625671,47.165207,0.14587629,-0.05995818,-0.27620685,-0.021538597,-0.53258187,0.45526838,0.6315013,31.483433,0.1673811,11.296491,0.80764544,11.34357,0.95947385,7.3675065,1.4957519,-39.906475,53.50703,-0.09139867,-0.007959157,0.15237613,2.486188,1.3860015,0.0765,0.049525246,0.59476185,1.346058,-6.272918,Val,MvWDky9ZaWU.001.wav,0.995445743538433
0 days,0 days 00:00:10.580000,32.95648,0.062096693,31.61734,32.81978,34.550446,2.9331055,66.33874,59.35651,3.8530886,4.4797387,0.66443866,0.41607347,0.45052084,0.63380486,0.82142305,0.3709022,5.300809,4.029178,3.3102148,2.2589717,0.19028488,0.7230681,29.551119,0.22041671,11.144691,0.76908886,8.363227,1.1467029,7.878925,1.0751526,0.009719574,1.5909039,0.72575885,1.0293448,12.913884,0.10883245,0.96680725,7.074303,31.3161,0.27341405,626.7342,0.39464518,1488.721,0.21605644,-105.59536,-0.91046745,1716.2823,0.15834609,1269.2144,0.29499933,-110.10839,-0.8214893,2879.4075,0.08739881,1245.4885,0.2737041,-117.10648,-0.70964736,-32.142063,-0.20979209,48.586765,0.12978397,-0.06100481,-0.18610336,-0.021853037,-0.48419037,0.21817945,0.718718,33.755165,0.105953835,9.362794,1.0738865,6.5012064,1.6933087,6.342683,1.5657425,-38.417114,53.577953,-0.0780179,-0.013056307,0.16533381,2.459792,2.2857144,0.2025,0.14911544,0.21499999,0.19444364,-8.2670965,Val,ng42eoHytOA.000.wav,0.978449778176856
0 days,0 days 00:00:12.860000,32.51431,0.06390578,30.845873,32.802097,33.777676,2.9318027,136.21214,144.33702,6.409335,20.374813,0.6301443,0.36112347,0.46800148,0.55371076,0.76771,0.2997085,6.2464085,4.1850057,4.5785303,3.8299906,0.29103208,0.87396467,22.672894,0.29178944,11.270613,0.65597737,12.46067,0.6867449,8.861182,0.8574645,0.010702327,2.1459875,0.9950118,0.94118005,13.610541,0.1993657,-1.333403,-4.6745024,25.690796,0.34789288,711.51697,0.3407912,1506.2961,0.17519392,-176.05994,-0.3619831,1807.7258,0.18080984,1349.5414,0.25186443,-176.92247,-0.3438705,2955.105,0.10375412,1305.4656,0.30496386,-178.37987,-0.31984916,-29.55257,-0.17451638,47.57199,0.15683123,-0.0657931,-0.15851691,-0.01628372,-0.70766723,0.33903253,0.73177826,30.953444,0.13472076,3.3347397,2.2839165,4.5420814,2.798182,1.5366654,5.8265457,-38.96636,52.487858,-0.08752536,-0.009711453,0.28530645,3.1128407,1.0937501,0.105,0.07461807,0.73599994,1.1466985,-5.9225297,Val,f7togdqxEoo.004.wav,0.9822705203660593
